audio_path,grammar,vocabulary,content,absolute_path,subfolder,text,question_type,pronunciation,fluency,final,exists,text_small
audio/HUST281123C16D177/HUST2811230177-3.ogg,6.0,6.0,5.0,/mnt/son_usb/DATA_Vocal/CD17_2/audio/HUST281123C16D177/HUST2811230177-3.mp3,CD17_2," What quality do you think the most important for teacher? I think the most important for teacher is No-miss, Encore, Run, Learning methods Do you think that computer can replace teacher in the future? No, I don't think that the teacher is very important in the life A good teacher can change a student's life Do you agree? Yes, I agree A good teacher can change a student's life Because the teacher is the second matter student In the class, the teacher This student is very important It shows that the computer cannot replace teacher in the future Most time, teacher revolves around proper variation If student can't understand what needs to be done in the future The student will always miss their time If student can't understand what needs to be done in the future The teacher must do the work under the wrong window In school",3,,,,,
audio/HUST4523NWMQ167/HUST0405230138-1.ogg,5.5,6.0,5.5,/mnt/son_usb/DATA_Vocal/CD9_2/audio/HUST4523NWMQ167/HUST0405230138-1.mp3,CD9_2," Okay, I would like to answer the questions for speaking test. And for the first question, I have never worn a uniform at school because in the last time we could wear the normal clothes to go to school. And yes, I do. I really like to wear a uniform to go to school because it makes me normal and don't separate the level between the people at school. For the third question, I think we have many benefits of wearing uniform at school. The first one is we can reduce the cost, means reduce money for the children or students at school. The second benefit is reduce the time to prepare because I think it takes time too much to choose the clothes when we go to school. And let's talk about the home policemen. Yeah, I already had policemen, punished by my parents in the last time when I had an error and my father gave me a punishment and it makes me remember too much. The second question is the common type of home policemen in my house and at my home. The police",1,,,,,
audio/HUST6923VNQJ177/HUST0609230510-2.ogg,3.0,3.0,3.0,/mnt/son_usb/DATA_Vocal/CD13_5/audio/HUST6923VNQJ177/HUST0609230510-2.mp3,CD13_5, to listen your loss brain has asked you to check in a charity charity event to have most of the children you are considering their option their trips consigning trips and to eat an amount of money some hours louder or some not book and fancy he in job opinion what is a bad choice on three of some and a mole of money some not book and pencil but when but when the choosing among three of them I believe that I believe that some not look and spend so is a bad choice because of the following reason firstly it is it is cheap and men and men are finally because I finally said secondly I interact in the notebook some notebook and spend so finally it is calm convenient and there are some reason but I why but why I don't sorry to the other option and moment of money because it is in not not a variant I don't I don't think some our order because it is because it is uncomfortable more about it suitable suitability and convenient to sum up if I were in the situation would work for some notebook and spend so because it is a most suitable,2,,,,,
audio/HUST4423NA1U166/HUST0404230029-2.ogg,4.5,4.5,4.5,/mnt/son_usb/DATA_Vocal/CD8_1/audio/HUST4423NA1U166/HUST0404230029-2.mp3,CD8_1," The situation is a group of students are raising money for charity. They are so associated from companies, from schools, from individuals. Which sounds good? You think the best choice? I think the best choice is from the companies because of some reason. Firstly, their company has a strong economic. They can... They can... They can raise a lot of money for charity. Secondly, I think the students can be easy to raise money for charity. When the company finally experiences the students, When the other students are raising money for charity, from a company, they need to experience it. It is good for students. I don't like raising money for charity, from schools. Because in the school, they are usually from the company. So just group of students should act from the company. It is a convenient way to school and with them. I don't like being from individuals. We call up each of the unconvinient users. A group of students, they must do many things. I think the best choice is from...",2,,,,,
audio/HUST2811234Q4J177/HUST2811230296-2.ogg,6.0,6.0,6.0,/mnt/son_usb/DATA_Vocal/CD17_3/audio/HUST2811234Q4J177/HUST2811230296-2.mp3,CD17_3," Learning a new skill is the best option, because of following the reason. Firstly, I think it's suitable for her because it's a reduced threat and help her to learn a new skill specifically. Secondly, when she learns a new skill, such as managing time, communicating skills and leader, you can learn to help her to learn a new skill in an improved health loss. It's a help to find a new skill and help her to improve her health and her knowledge. Finally, I think in the future, when she is trying to work on a new skill, and when she has her everything, when she starts working with customers and coworkers, I think it's a cheat. When she learns a new skill about internet, when she has access to laptops and smartphones, it's a free total free. I think I don't choose option 1 or option 3 because it's convenient for her.",2,,,,,
audio/HUST11123U16H167/HUST1101230060-2.ogg,4.0,4.0,4.0,/mnt/son_usb/DATA_Vocal/CD5/audio/HUST11123U16H167/HUST1101230060-2.mp3,CD5," Well, it is an interesting question for me. That choice, a seaside resort, a lifestyle hotel and a homestay. I think a seaside resort is a bad choice because the village is beautiful and we can be happier and reduce stress. When I reduce stress after hardworking days, when I come here, I don't think a lifestyle hotel is well. I think it is suitable for me because I am a student and I have no money. A homestay is not good because it is so expensive. I can come here because I go to their bypass. It is suitable. To sum up, a seaside resort is a bad choice for me. I think that's all. I thank you a lot for giving me a tool. Thank you a lot for listening. I feel very happy when I receive some questions. I think the topic is interesting but it is difficult for me to answer. I tried my best. Thank you.",2,,,,,
audio/HUST6923DQQK166/HUST0609230110-3.ogg,3.5,3.5,3.0,/mnt/son_usb/DATA_Vocal/CD13_2/audio/HUST6923DQQK166/HUST0609230110-3.mp3,CD13_2," when choosing a job, I choose a job concern salary because with salary I can't buy anymore so I can improve my living of standard secondly, I can improve my skills in my job so I can promote in my job and I have salary higher my job is very satisfaction my job is satisfied I can do everything with my variable values so now I will answer the following up questions so my relationship with my co-op co-workers my performance at work my co-op co-workers can help me to improve my job I can improve my job with my co-workers many young people often now they often switch jobs because they would improve their skills and find a sub satisfaction tree I can make work commit to the company",3,,,,,
audio/HUST24223PUF8167/HUST2402230204-2.ogg,5.5,6.0,6.0,/mnt/son_usb/DATA_Vocal/CD7_2/audio/HUST24223PUF8167/HUST2402230204-2.mp3,CD7_2," Okay, my friend is a musician. I heard he has he is having his first round of public statement. I think I can buy for him a gift to celebrate this special ocean. This is a notebook because I think his work is a musician. Therefore, he must invent the new song. I think he needs to write in a notebook. He can write a new song. He can write a new song. You can take notes of the important songs and you can improve his product. I hope he can do a notebook. He is useful and he has some new songs in the future. Thank you. Thank you.",2,,,,,
audio/HUST6723KTLX177/HUST0607230208-1.ogg,4.0,3.0,3.0,/mnt/son_usb/DATA_Vocal/CD11_2/audio/HUST6723KTLX177/HUST0607230208-1.mp3,CD11_2," Let's talk about cooking. First of all, do you want to offer course for yourself? Yes, I do. I often cook lunch in my family because it's a happy and comfortable. Second of all, what do you often cook for dinner? I often cook for dinner is chicken and fish and vegetables. First of all, what is your favorite cooking show? My favorite cooking show is breakfast and cooking channel. Let's talk about summer holiday. First of all, how long is your summer holiday? How long is your summer holiday? My summer holiday is Friday at 9 AM to 5 PM. My summer holiday is Friday at 9 AM to 10 PM. Second of all, it's 10 PM because it's far. I feel relaxed and happy. Second of all, why do you often travel for summer holiday? I often travel summer holiday in Ghana because I'm happy.",1,,,,,
audio/HUST24223GHH9166/HUST2402230037-1.ogg,3.5,4.0,3.0,/mnt/son_usb/DATA_Vocal/CD7_1/audio/HUST24223GHH9166/hust2402230037-1.mp3,CD7_1," my favorite website is Facebook, discord and I usually Facebook Facebook only Facebook lets brand new dot com I'm getting for my friend Let's talk about weeb What kind of tips do you want to revise? Why? I have to use point view What's the most interesting gift you are revising? Which would you prefer, recycling or re-revisiting? What's the most interesting gift you are receiving? My interesting gift you are receiving is a flower because flowers are so beautiful",1,,,,,
audio/HUST6923VNQJ167/HUST0609230464-1.ogg,4.0,3.5,3.5,/mnt/son_usb/DATA_Vocal/CD13_5/audio/HUST6923VNQJ167/HUST0609230464-1.mp3,CD13_5," Hi, I hope you are doing well. Right now, I feel really nervous, even though I have studied for this test or not. I hope you understand. Now, I will talk about accidents. What should I do to avoid traffic accidents? I should... I should... run... run my... my street... I... Have I ever get in a accident? Just I have. What should I do if I see someone who has been in a accident? I will stop... I will stop and help... help some... I am... calling... a... a... [REPEAT] to... to... [REPEAT] How much time do I spend on this?",1,,,,,
audio/HUST111223FIAI166/HUST1112230096-3.ogg,5.0,5.0,4.0,/mnt/son_usb/DATA_Vocal/CD14_2/audio/HUST111223FIAI166/HUST1112230096-3.mp3,CD14_2," I am going to talk about the public. Public. I am going to talk about the topic of public. As I see very important. First, public. Public. Public. Assist and healthy. In the jobs. And secondly, Public. Public. The hotel. The hotel. I think public is a big thing. And other thing is also, you know, myself and my family are in in this in this also in India people in India because it is a have a public style books know and this and this [REPEAT] and any any sign no people in in the in the [REPEAT] in public and these the here you have application, because % bother in the file and win we go minus it-and-a- analogous Um, And For example, We And",3,,,,,
audio/HUST4523GN8K177/HUST0405230177-2.ogg,6.5,6.5,6.5,/mnt/son_usb/DATA_Vocal/CD9_3/audio/HUST4523GN8K177/HUST0405230177-2.mp3,CD9_3," Let talk about what to do. There are three choices for your friend, eight years old son. They are, sitting, give time, and chat, collab. In my opinion, I think sitting is a bad choice for your friend's son. Because there are a lot of benefits. Firstly, reading provides more useful information. It helps the children develop their brain. Secondly, reading helps children to get more knowledge. For example, scientists or natural scientists. Finally, reading helps children to do exercise. They are the brain. That is very useful for them. I don't choose a guitar because a guitar is very difficult. But not everyone can play guitar. In the last, I don't choose chess, collab, because the children have to take to the class. And then it has to be by other people to sum up.",2,,,,,
audio/HUST24223PUF8177/HUST2402230107-3.ogg,5.5,5.5,5.0,/mnt/son_usb/DATA_Vocal/CD7_2/audio/HUST24223PUF8177/HUST2402230107-3.mp3,CD7_2," Nowadays, it has become a robot. It's so intelligent. In the national world, there are many ways to learn English. For example, I try to open every couch or bedroom and listen to some songs in music. In my opinion, everything has more advantage and less need for advantage on the side. So my talk, in the sunlight, some benefits and drawbacks of that. I think that's the way to learn English. I think that, particularly, when children have a lot of freedom, they can have more motivation to learn English. But if children spend a lot of time to play games, it brings more attention to the language. In the study, English class is good for me. But I have many children who write my English skills with many people. I have met my friends with different people. But in the middle, it's very annoying. I can't listen to what people say to me or what people say to me. Finally, some food. Because people can't eat it. It's not only to relax and reduce shame. I think that, in the middle, it's very annoying. More interacting with the English is inconsequential. The environment is trying to have an ally to take advantage of many ways to learn English for children. I think that people are being so advantage or being pro and missing my discourse to get more benefits. I hope that, as soon as possible, they can start to show what options children can learn English. As soon as possible, because they have memory to add a little more.",3,,,,,
audio/HUST44237SIU167/HUST0404230264-3.ogg,3.0,3.0,3.0,/mnt/son_usb/DATA_Vocal/CD8_3/audio/HUST44237SIU167/HUST0404230264-3.mp3,CD8_3," To tell the topic, there are several causes of overpollution. In this topic, I will support my opinion with examples and reasons. The first thing is the cause of overpollution. Denying death threats is an interesting thing. The second thing is the cause of overpollution. The lack of family planning is a issue. The third thing is the cause of overpollution. The bitter head case is a morning food. Now I will answer some questions. Question 1. The first thing is what are the negative effects of overpollution? Is it relaxing the second thing? What can be done to solve the problem of overpollution? Is it interacting? The third thing is developing countries to perform overpopulation more than developed ones. If not in morning food. I will answer that for now. Thank you. The third thing is the case of overpollution. I would like to tell you the topic in this. The first question is what are the negative effects of overpollution? The second thing is the case of overpollution. The second thing is the case of overpollution.",3,,,,,
audio/HUST111223RERA177/HUST1112230080-1.ogg,5.0,5.0,5.0,/mnt/son_usb/DATA_Vocal/CD14_1/audio/HUST111223RERA177/HUST1112230080-1.mp3,CD14_1," Hello, I open user directory I often walk around near my home I do the same things every morning I think in the morning I can go to get up and have a breakfast and go to work Because I work in the countryside, I know popular activity for people I think in the morning the people get up at 5 am and have a breakfast and go to work in the farm Although many people didn't watch sports channel on the TV I think in the morning the air is real fast I can have a guest activity I think we enjoy football on the weekend I will leave at 9 am on the weekend I think in the morning the people get up at 5 am and have a breakfast and go to work in the countryside I think in the morning the people get up at 9 am and have a breakfast and go to work in the countryside",1,,,,,
audio/HUST305239KVN166/HUST3005230005-2.ogg,4.0,4.5,4.5,/mnt/son_usb/DATA_Vocal/CD10_1/audio/HUST305239KVN166/HUST3005230005-2.mp3,CD10_1," My cousin lived in Brofinn. He has a parent in Brofinn. Now my cousin is going to school, at the University of Hanoi. My cousin has a teacher. She teaches at the University. She is very good. She has many behaviors. My cousin likes going to school. He is very happy to go to school. He has many friends. My cousin has friends going to the cinema, going to Japan, going to the holidays in the summer. They have many good behaviors with children in the center of social work. In social work, they many many [REPEAT] children living in the center of social work, in the lab, in the hopping. I think my cousin is very good. I think my cousin is a man. My cousin is talking with me about her life, about helping her children. No, not good, not good life. He is a parent. He is a love. My cousin, he likes going to the holidays in Brofinn.",2,,,,,
